i,bplus_s,brute_s
4366,3.5069988371105865e-06,0.0001016610003716778
4367,3.757000740733929e-06,0.00010137100071005989
4368,3.9480000850744545e-06,0.00011537700083863456
4369,3.6769997677765787e-06,0.00010712199946283363
4370,3.4870008676080033e-06,0.0001017419999698177
4371,4.6980003389762715e-06,0.00011482599984447006
4372,3.7070003600092605e-06,0.00010145099986402784
4373,5.100000635138713e-06,0.00011620900113484822
4374,3.6969995562685654e-06,0.0001154670007963432
4375,3.56700002157595e-06,0.00011508699935802724
4376,5.870999302715063e-06,0.00012817199967685156
4377,3.437000486883335e-06,0.0001011199983622646
4378,4.15800059272442e-06,0.00011432499923103023
4379,1.3213999409344979e-05,0.00010154099982173648
4380,6.0420006775530055e-06,0.00010147099965251982
4381,6.813001164118759e-06,0.00010168200060434174
4382,4.719000571640208e-06,0.00010140099948330317
4383,5.580999641097151e-06,0.00010156099961022846
4384,7.234000804601237e-06,0.00011862299834319856
4385,3.4559998312033713e-06,0.0001082439994206652
4386,3.6260007618693635e-06,0.00010170099994866177
4387,3.3359992812620476e-06,0.00011534700024640188
4388,9.076999049284495e-06,0.00010296400068909861
4389,3.817000106209889e-06,0.00010226199992757756
4390,4.739000360132195e-06,0.0001022830001602415
4391,6.54199902783148e-06,0.00010208300045633223
4392,5.130001227371395e-06,0.0001022020005621016
4393,5.029998646932654e-06,0.0001184940010716673
4394,3.817000106209889e-06,0.00010262300020258408
4395,5.1200004236306995e-06,0.00010225299956800882
4396,5.559999408433214e-06,0.00010859499889193103
4397,5.359999704523943e-06,0.00011975500092376024
4398,3.7970003177179024e-06,0.00010170199857384432
4399,9.258001227863133e-06,0.00011747200005629566
4400,3.7970003177179024e-06,0.00010209199899691157
4401,3.4460008464520797e-06,0.0001018919992930023
4402,3.826999090961181e-06,0.0001023519998852862
4403,5.660000169882551e-06,0.00010247299906041007
4404,4.958999852533452e-06,0.00010332499914511573
4405,3.667000783025287e-06,0.00010265299897582736
4406,4.15800059272442e-06,0.00010655999903974589
4407,6.041000233381055e-06,0.00010233200009679422
4408,4.228000761941075e-06,0.00010197200026595965
4409,9.096998837776482e-06,0.00010231200030830223
4410,3.877999915857799e-06,0.00010262400064675603
4411,3.577000825316645e-06,0.00010239299990644213
4412,3.796998498728499e-06,0.00010254299922962673
4413,3.475999619695358e-06,0.00010241299969493411
4414,3.656999979284592e-06,0.00010265299897582736
4415,3.7779991544084623e-06,0.00010782400022435468
4416,3.6459987313719466e-06,0.00010345499867980834
4417,3.576000381144695e-06,0.00010292400111211464
4418,8.775999958743341e-06,0.00010300400026608258
4419,3.667000783025287e-06,0.00010300400026608258
4420,3.6370001907926053e-06,0.0001029940012813313
4421,6.6020002122968435e-06,0.00010294400090060662
4422,4.989000444766134e-06,0.0001032149993989151
4423,3.5270004445919767e-06,0.0001031339998007752
4424,3.4869990486185998e-06,0.00010305400064680725
4425,9.649000276112929e-06,0.00010799399933603127
4426,3.6870005715172738e-06,0.00010331399971619248
4427,3.5270004445919767e-06,0.00010321400077373255
4428,4.808998710359447e-06,0.00010321399895474315
4429,4.78899892186746e-06,0.00010370500058343168
4430,3.7370009522419423e-06,0.0001031440006045159
4431,3.465998815954663e-06,0.00010314499922969844
4432,4.599000021698885e-06,0.00010357499922974966
4433,4.809999154531397e-06,0.00010334400030842517
4434,5.190000592847355e-06,0.00010890500016103033
4435,6.592999852728099e-06,0.00010427599954709876
4436,5.170000804355368e-06,0.00010401599865872413
4437,3.4059994504787028e-06,0.00010391499927209225
4438,3.838000338873826e-06,0.00010279400157742202
4439,3.406999894650653e-06,0.00010407700028736144
4440,6.48199966235552e-06,0.00010392600052000489
4441,4.989000444766134e-06,0.0001040660008584382
4442,5.339999916031957e-06,0.00010410600043542217
4443,5.450001481221989e-06,0.00010400599967397284
4444,7.1930007834453136e-06,0.00010970600123982877
4445,3.806999302469194e-06,0.00010485799975867849
4446,3.9570004446431994e-06,0.00010522800039325375
4447,4.989999069948681e-06,0.00010511800064705312
4448,3.7170011637499556e-06,0.00010523799937800504
4449,5.190000592847355e-06,0.00012176000018371269
4450,5.190000592847355e-06,0.00010564900003373623
4451,3.926999852410518e-06,0.00010559899965301156
4452,3.4670010791160166e-06,0.0001052290008374257
4453,3.817000106209889e-06,0.00010990699956892058
4454,4.007999450550415e-06,0.00010400599967397284
4455,6.180998752824962e-06,0.00010544899851083755
4456,3.565999577404e-06,0.00010567900062596891
4457,3.6669989640358835e-06,0.00010562899842625484
4458,3.6969995562685654e-06,0.00010474700138729531
4459,8.004999472177587e-06,0.00010494799971638713
4460,3.62699938705191e-06,0.00010485800157766789
4461,3.6870005715172738e-06,0.00010507799925107975
4462,5.110001438879408e-06,0.00010991700037266128
4463,3.847000698442571e-06,0.00010547899910307024
4464,3.796998498728499e-06,0.00010505800128157716
4465,6.471998858614825e-06,0.00010489799933566246
4466,1.5849998817429878e-05,0.00010506800026632845
4467,4.859000910073519e-06,0.00010497699986444786
4468,4.8790006985655054e-06,0.00010523800119699445
4469,5.030000465922058e-06,0.00010527899939916097
4470,6.862999725854024e-06,0.00010515799840504769
4471,5.2699997468153015e-06,0.00010524800018174574
4472,4.717998308478855e-06,0.00011056800030928571
4473,3.7669997254852206e-06,0.00011737099885067437
4474,3.106000804109499e-06,0.00011664900011965074
4475,4.637999154510908e-06,0.00011399499999242835
4476,3.5769990063272417e-06,0.00011564799933694303
4477,3.4269996831426397e-06,0.00011868399997183587
4478,3.4269996831426397e-06,0.00010525800098548643
4479,6.020998625899665e-06,0.00010564900003373623
4480,4.577999789034948e-06,0.0001093360006052535
4481,9.147001037490554e-06,0.00011138000081700739
4482,8.545999662601389e-06,0.00010540800030867103
4483,5.059000613982789e-06,0.00011178099885000847
4484,5.0889993872260675e-06,0.00010534800094319507
4485,3.7569989217445254e-06,0.00012194999908388127
4486,3.556999217835255e-06,0.00010571900020295288
4487,6.7020009737461805e-06,0.00013490499986801296
4488,3.697001375257969e-06,0.0001183320000563981
4489,3.896999260177836e-06,0.00011175000145158265
4490,3.496999852359295e-06,0.00010595000094326679
4491,5.17999978910666e-06,0.00010602000111248344
4492,7.334001566050574e-06,0.00013094700079818722
4493,3.837001713691279e-06,0.00011921500117750838
4494,3.7869995139772072e-06,0.00011714100037352182
4495,3.5869998100679368e-06,0.00011470600111351814
4496,4.026998794870451e-06,0.00013897099961468484
4497,4.047999027534388e-06,0.00011872399954881985
4498,7.094000466167927e-06,0.00011687000005622394
4499,1.1752001228160225e-05,0.00011603799976001028
4500,5.440000677481294e-06,0.0001060089998645708
4501,5.621001037070528e-06,0.00010671100062609185
4502,4.196999725536443e-06,0.0001170899995486252
4503,3.907000063918531e-06,0.00010626000039337669
4504,3.6669989640358835e-06,0.00010663000102795195
4505,9.897999916574918e-06,0.00010671100062609185
4506,4.998999429517426e-06,0.00012029699973936658
4507,4.0169998101191595e-06,0.00010808399929373991
4508,4.15700014855247e-06,0.00010671099880710244
4509,4.989000444766134e-06,0.00012470500041672494
4510,3.947001459891908e-06,0.00010690199997043237
4511,5.339999916031957e-06,0.00010670099982235115
4512,3.56700002157595e-06,0.00010679099978005979
4513,3.445999027462676e-06,0.00010590899910312146
4514,3.5559987736633047e-06,0.00010575899977993686
4515,3.6069995985599235e-06,0.00010573899999144487
4516,3.4869990486185998e-06,0.0001191039991681464
4517,3.826999090961181e-06,0.00010578900037216954
4518,3.746999936993234e-06,0.00010628000018186867
4519,6.382000719895586e-06,0.00010610000026645139
4520,5.46000046597328e-06,0.00010475799899722915
4521,3.907000063918531e-06,0.00011012700088031124
4522,3.3970009098993614e-06,0.00010676199963199906
4523,4.818999514100142e-06,0.0001065399992512539
4524,3.556999217835255e-06,0.00010695099990698509
4525,9.117000445257872e-06,0.00011328300024615601
4526,3.727000148501247e-06,0.00010704200030886568
4527,3.326000296510756e-06,0.00010649000068951864
4528,5.230000169831328e-06,0.00010651100092218257
4529,6.686600136163179e-05,0.00010689100054150913
4530,4.307999915909022e-06,0.00010666100024536718
4531,3.56700002157595e-06,0.00010626999937812798
4532,1.127199902839493e-05,0.0001071719998435583
4533,5.038999006501399e-06,0.00010705199929361697
4534,3.6370001907926053e-06,0.00011253199954808224
4535,3.656999979284592e-06,0.0001073319999704836
4536,5.2200011850800365e-06,0.00010633100100676529
4537,3.817998731392436e-06,0.0001069310001184931
4538,3.838000338873826e-06,0.00010684100016078446
4539,8.414999683736823e-06,0.00010686099994927645
4540,7.594000635435805e-06,0.00010675100020307582
4541,3.7369991332525387e-06,0.00010711199865909293
4542,5.5199998314492404e-06,0.00010691200077417307
4543,4.036999598611146e-06,0.00011300299956928939
4544,4.408000677358359e-06,0.0001073929997801315
4545,4.598001396516338e-06,0.00010734199895523489
4546,5.3700005082646385e-06,0.00010767200001282617
4547,3.5859993658959866e-06,0.00011866299973917194
4548,1.5388999599963427e-05,0.00011856400124088395
4549,3.9169990486698225e-06,0.00011659899973892607
4550,1.0931000360869803e-05,0.0001334410007984843
4551,5.960999260423705e-06,0.0001211279995914083
4552,3.957999069825746e-06,0.00010744299834186677
4553,3.896999260177836e-06,0.000123522999274428
4554,3.6969995562685654e-06,0.00010706200009735767
4555,3.9379992813337594e-06,0.00010725199899752624
4556,8.204999176086858e-06,0.00010796300011861604
4557,3.44700129062403e-06,0.0001071519982360769
4558,9.27700057218317e-06,0.0001209780002682237
4559,5.240000973572023e-06,0.00010700200073188171
4560,3.826999090961181e-06,0.00011354399975971319
4561,1.0870999176404439e-05,0.00011301300037303008
4562,3.807999746641144e-06,0.0001068620003934484
4563,3.868000931106508e-06,0.00010665099944162648
4564,4.900000931229442e-06,0.00010718100020312704
4565,4.01800025429111e-06,0.00016046299970184918
4566,3.938001100323163e-06,0.00014761800048290752
4567,4.257999535184354e-06,0.00011050800094380975
4568,3.535998985171318e-06,0.00010629999997036066
4569,4.948999048792757e-06,0.00012496499948611017
4570,5.531001079361886e-06,0.00010710200149333104
4571,6.902999302837998e-06,0.00011685000026773196
4572,3.496999852359295e-06,0.00010642000052030198
4573,1.0609999662847258e-05,0.00010745200052042492
4574,8.195000191335566e-06,0.00010644099893397652
4575,3.7070003600092605e-06,0.00011551700117706787
4576,3.887000275426544e-06,0.0001131229983002413
4577,3.5869998100679368e-06,0.00011068799904023763
4578,5.4299998737405986e-06,0.00010679099978005979
4579,8.085000445134938e-06,0.00010612999903969467
4580,4.2980009311577305e-06,0.00011551799980225042
4581,5.128998964210041e-06,0.00010587999895506073
4582,5.349998900783248e-06,0.00010639100037224125
4583,7.945000106701627e-06,0.00010827400001289789
4584,3.926999852410518e-06,0.00010673099859559443
4585,4.068000635015778e-06,0.00010612000005494338
4586,3.827000909950584e-06,0.00010613999984343536
4587,3.8670004869345576e-06,0.00011308300054224674
4588,4.077000994584523e-06,0.00010710199967434164
4589,4.5979995775269344e-06,0.00010714199925132561
4590,5.5199998314492404e-06,0.00011182100024598185
4591,8.535998858860694e-06,0.00010780299999169074
4592,5.790998329757713e-06,0.00010564900003373623
4593,5.0889993872260675e-06,0.00010761299927253276
4594,4.327999704401009e-06,0.00010719100100686774
4595,4.167999577475712e-06,0.00010720200043579098
4596,9.647999831940979e-06,0.00011748199904104695
4597,3.5270004445919767e-06,0.00010781300079543144
4598,4.026998794870451e-06,0.00010719200145103969
4599,3.3060005080187693e-06,0.00010741200094344094
4600,5.77100036025513e-06,0.00010722200022428297
4601,4.106999767827801e-06,0.00010760300028778147
4602,9.16700082598254e-06,0.00010768299944174942
4603,5.389998477767222e-06,0.00010754300092230551
4604,7.684999218326993e-06,0.00010780299999169074
4605,4.9700011004460976e-06,0.00011669999912555795
4606,4.307999915909022e-06,0.00010794300033012405
4607,5.140000212122686e-06,0.0001075429991033161
4608,3.806999302469194e-06,0.00010759200085885823
4609,3.646999175543897e-06,0.00010763299906102475
4610,7.2740003815852106e-06,0.0001080940000974806
4611,3.757000740733929e-06,0.00011966499914706219
4612,3.6969995562685654e-06,0.00010768299944174942
4613,4.617999366018921e-06,0.00010769300024549011
4614,3.607001417549327e-06,0.00011267199988651555
4615,3.4460008464520797e-06,0.00010815300083777402
4616,3.8670004869345576e-06,0.00010758200005511753
4617,3.477000063867308e-06,0.00010775299961096607
4618,5.17999978910666e-06,0.0001078730001609074
4619,5.118999979458749e-06,0.00010789299994939938
4620,3.517001459840685e-06,0.0001080940000974806
4621,4.969000656274147e-06,0.00012063699978170916
4622,3.597000613808632e-06,0.00012614799925358966
4623,3.3359992812620476e-06,0.00013882099847251084
4624,3.4360000427113846e-06,0.00012176900054328144
4625,4.699000783148222e-06,0.00010767300045699812
4626,8.585999239585362e-06,0.00010813299923029263
4627,3.716999344760552e-06,0.00010784400001284666
4628,7.2740003815852106e-06,0.0001080940000974806
4629,5.149999196873978e-06,0.00010808400111272931
4630,5.511001290869899e-06,0.00010844399912457447
4631,5.740999768022448e-06,0.00011231200005568098
4632,3.7779991544084623e-06,0.00010985699918819591
4633,3.7869995139772072e-06,0.00012984500062884763
4634,3.6869987525278702e-06,0.00010764300168375485
4635,4.15800059272442e-06,0.00010836399997060653
4636,3.847000698442571e-06,0.00010860499969567172
4637,4.940000508213416e-06,0.00010806399950524792
4638,3.757000740733929e-06,0.00012052700003550854
4639,6.082000254536979e-06,0.0001222200007759966
4640,5.170000804355368e-06,0.00013311999828147236
4641,7.714999810559675e-06,0.00010957599988614675
4642,4.7289995563915e-06,0.00010877499880734831
4643,7.333001121878624e-06,0.00012124799832236022
4644,3.8569996831938624e-06,0.00011809199895651545
4645,4.658999387174845e-06,0.00011004699990735389
4646,4.028001058031805e-06,0.00010772300083772279
4647,7.07300023350399e-06,0.00011785199967562221
4648,4.9700011004460976e-06,0.00010937600018223748
4649,5.059999239165336e-06,0.00011773200094467029
4650,3.5169996408512816e-06,0.00014270900101109874
4651,3.4269996831426397e-06,0.00012219000018376391
4652,3.6470009945333004e-06,0.00011012699906132184
4653,4.849000106332824e-06,0.00013242899876786396
4654,4.679000994656235e-06,0.00010983700121869333
4655,3.5270004445919767e-06,0.00010984700020344462
4656,5.249999958323315e-06,0.0001100270001188619
4657,3.5369994293432683e-06,0.00012238999988767318
4658,3.7370009522419423e-06,0.00011031699978047982
4659,9.677998605184257e-06,0.00011005700071109459
4660,4.849000106332824e-06,0.00010803400073200464
4661,3.7970003177179024e-06,0.00010967600064759608
4662,3.6069995985599235e-06,0.00010969700088026002
4663,4.859000910073519e-06,0.00010953700075333472
4664,5.290001354296692e-06,0.00010967699927277863
4665,3.6470009945333004e-06,0.0001095770003303187
4666,5.350000719772652e-06,0.00011346399878675584
4667,5.228999725659378e-06,0.0001100470017263433
4668,3.5769990063272417e-06,0.00010963700151478406
4669,6.6829998104367405e-06,0.00011008799992850982
4670,3.656999979284592e-06,0.00010985699918819591
4671,4.569001248455606e-06,0.00011029699999198783
4672,4.958999852533452e-06,0.00011048800115531776
4673,3.977000233135186e-06,0.00011089899999205954
4674,4.1170005715684965e-06,0.00011045800056308508
4675,7.594999260618351e-06,0.00011555700075405184
4676,5.170000804355368e-06,0.00010922599904006347
4677,5.560001227422617e-06,0.00011048800115531776
4678,3.997000021627173e-06,0.00011088899918831885
4679,3.7569989217445254e-06,0.00010935599857475609
4680,8.486000297125429e-06,0.00011056800030928571
4681,3.556999217835255e-06,0.00011077900126110762
4682,3.7669997254852206e-06,0.0001105880000977777
4683,5.399999281507917e-06,0.00011077800081693567
4684,3.6669989640358835e-06,0.00011707100020430516
4685,5.781001163995825e-06,0.00011093899956904352
4686,4.237999746692367e-06,0.00011106999954790808
4687,3.7879999581491575e-06,0.00011078900024585892
4688,9.488001524005085e-06,0.00011100899973826017
4689,4.939998689224012e-06,0.00011147999975946732
4690,3.496999852359295e-06,0.00011137999899801798
4691,4.8389993025921285e-06,0.00011058900054194964
4692,3.876999471685849e-06,0.0001106489999074256
4693,9.428000339539722e-06,0.00012740999954985455
4694,8.565999451093376e-06,0.00012115800018364098
4695,3.957999069825746e-06,0.00012049699944327585
4696,7.454000297002494e-06,0.00011025800085917581
4697,4.849000106332824e-06,0.00012069699914718512
4698,3.646999175543897e-06,0.000126228000226547
4699,3.7669997254852206e-06,0.00011005699889210518
4700,3.667000783025287e-06,0.00011091899978055153
4701,5.180001608096063e-06,0.00012248099847056437
4702,3.827000909950584e-06,0.00011100899973826017
4703,3.7770005292259157e-06,0.00012665800022659823
4704,3.8070011214585975e-06,0.00011093900138803292
4705,6.092001058277674e-06,0.00012427399997250177
4706,3.967999873566441e-06,0.00012397400132613257
4707,3.577000825316645e-06,0.00011068900130339898
4708,6.714699884469155e-05,0.0001104279999708524
4709,4.568000804283656e-06,0.00011612900016189087
4710,5.77100036025513e-06,0.00011502599954837933
4711,3.998000465799123e-06,0.0001106589988921769
4712,5.761001375503838e-06,0.00011071799963247031
4713,7.122998795239255e-06,0.00011159999849041924
4714,3.727000148501247e-06,0.00011217100109206513
4715,3.857001502183266e-06,0.00011937499948544428
4716,6.56200063531287e-06,0.00011145999997097533
4717,3.4869990486185998e-06,0.00011131999963254202
4718,4.719000571640208e-06,0.00011690000064845663
4719,6.993001079536043e-06,0.000112292000267189
4720,3.466999260126613e-06,0.00011184100003447384
4721,4.09800122724846e-06,0.00011137000001326669
4722,3.6370001907926053e-06,0.0001109589993575355
4723,7.774000550853088e-06,0.00011088900100730825
4724,3.817000106209889e-06,0.00011110900049970951
4725,3.836999894701876e-06,0.00011145999997097533
4726,5.541000064113177e-06,0.00011144999916723464
4727,3.9570004446431994e-06,0.00011745099982363172
4728,4.0979994082590565e-06,0.00010976599878631532
4729,4.088000423507765e-06,0.00011122899923066143
4730,8.114999218378216e-06,0.00011128000005555805
4731,5.050000254414044e-06,0.00011177099986525718
4732,5.521000275621191e-06,0.00011185100083821453
4733,5.339999916031957e-06,0.00011245200039411429
4734,3.95800088881515e-06,0.00011226099923078436
4735,4.117999196751043e-06,0.00011239100058446638
4736,3.7770005292259157e-06,0.00011919399912585504
4737,3.806999302469194e-06,0.00011224099944229238
4738,4.829000317840837e-06,0.00011189000179001596
4739,4.027999239042401e-06,0.00011211099990759976
4740,5.7010001910384744e-06,0.000112292000267189
4741,4.027999239042401e-06,0.00012900300134788267
4742,5.390000296756625e-06,0.00011240200001338962
4743,5.420999514171854e-06,0.00011211099990759976
4744,3.465998815954663e-06,0.00011759100016206503
4745,4.899000487057492e-06,0.00011261200052103959
4746,1.1993000953225419e-05,0.000110499000584241
4747,3.737999577424489e-06,0.00011234100020374171
4748,4.990000888938084e-06,0.00011084899961133488
4749,5.140000212122686e-06,0.0001125919989135582
4750,4.128000000491738e-06,0.00011218200052098837
4751,4.758998329634778e-06,0.00011305299995001405
4752,3.746999936993234e-06,0.00011252199874434154
4753,5.079000402474776e-06,0.00011764199916797224
4754,4.498000635067001e-06,0.000112292000267189
4755,6.873000529594719e-06,0.00011156000073242467
4756,3.4469994716346264e-06,0.00011240200001338962
4757,3.6969995562685654e-06,0.00011209200056327973
4758,3.6369983718032017e-06,0.00011164100033056457
4759,5.089999831398018e-06,0.0001123609999922337
4760,3.6170004023006186e-06,0.00011196100058441516
4761,5.070000042906031e-06,0.00011153999912494328
4762,3.5960001696366817e-06,0.00011728100071195513
4763,3.385999661986716e-06,0.00011197099956916645
4764,5.018999218009412e-06,0.00011211100172658917
4765,3.7869995139772072e-06,0.00011062900011893362
4766,5.411000529420562e-06,0.00011188999997102655
4767,6.231999577721581e-06,0.00011187000018253457
4768,3.9570004446431994e-06,0.00011195099978067447
4769,5.43999885849189e-06,0.00011209100011910778
4770,5.570000212173909e-06,0.00011252199874434154
4771,5.740999768022448e-06,0.00011712100058502983
4772,1.3455999578582123e-05,0.00011216100028832443
4773,4.92899926030077e-06,0.00011022800026694313
4774,3.846998879453167e-06,0.00011204100155737251
4775,4.0169998101191595e-06,0.00011208100113435648
4776,3.897001079167239e-06,0.00011262199950579088
4777,3.836999894701876e-06,0.00012985399916942697
4778,5.189998773857951e-06,0.00011269300011917949
4779,3.757000740733929e-06,0.00012458399942261167
4780,5.059999239165336e-06,0.00011323299986543134
4781,3.565999577404e-06,0.00011225200069020502
4782,5.130001227371395e-06,0.00011257199912506621
4783,3.697001375257969e-06,0.0001122009998653084
4784,4.0979994082590565e-06,0.00011236200043640565
4785,5.170000804355368e-06,0.00011343300138833001
4786,3.646999175543897e-06,0.00011347400140948594
4787,7.78499997977633e-06,0.00012766100007866044
4788,3.656999979284592e-06,0.00011948599967581686
4789,3.6270012060413137e-06,0.00012144900028943084
4790,3.897999704349786e-06,0.00011361399992892984
4791,4.948999048792757e-06,0.00012927399984619115
4792,8.596000043326057e-06,0.0001136150003731018
4793,3.667000783025287e-06,0.00011349399937898852
4794,5.030000465922058e-06,0.0001136940009018872
4795,7.515000106650405e-06,0.00011375400026736315
4796,3.667000783025287e-06,0.00012633799997274764
4797,3.486000423436053e-06,0.00011424600052123424
4798,3.5869998100679368e-06,0.00011239199920964893
4799,5.751000571763143e-06,0.00011349399937898852
4800,1.1852998795802705e-05,0.00011362400073267054
4801,4.908999471808784e-06,0.00011393499880796298
4802,3.6170004023006186e-06,0.0001138440002250718
4803,6.371999916154891e-06,0.00011360400094417855
4804,3.7170011637499556e-06,0.00011385400102881249
4805,5.390000296756625e-06,0.00013639600001624785
4806,6.572001439053565e-06,0.00011400400035199709
4807,3.5369994293432683e-06,0.00011379399984434713
4808,4.980000085197389e-06,0.00011327299944241531
4809,4.92899926030077e-06,0.0001128330004576128
4810,3.7370009522419423e-06,0.00011246199937886558
4811,5.661000614054501e-06,0.00011358399933669716
4812,4.047999027534388e-06,0.00013048599976173136
4813,3.8670004869345576e-06,0.00011936400005652104
4814,3.886998456437141e-06,0.00011912499940081034
4815,3.8569996831938624e-06,0.00011327300126140472
4816,3.7669997254852206e-06,0.00011295299918856472
4817,3.7569989217445254e-06,0.00011299299876554869
4818,3.757000740733929e-06,0.00011349400119797792
4819,1.4596998880733736e-05,0.00011195099978067447
4820,6.361999112414196e-06,0.00011349399937898852
4821,3.827000909950584e-06,0.00011359400014043786
4822,3.6870005715172738e-06,0.00011870299931615591
4823,6.792999556637369e-06,0.0001137549988925457
4824,3.857001502183266e-06,0.00011304299914627336
4825,4.147999788983725e-06,0.00011175099825777579
4826,7.855000148992985e-06,0.00011271199946349952
4827,3.5159991966793314e-06,0.00011291299961158074
4828,9.257000783691183e-06,0.00011271199946349952
4829,8.797000191407278e-06,0.00011281299885013141
4830,3.836999894701876e-06,0.00011258199992880691
4831,3.876999471685849e-06,0.00011852399984491058
4832,4.759000148624182e-06,0.00011273199925199151
4833,3.6870005715172738e-06,0.0001129729989770567
4834,3.746999936993234e-06,0.00011327399988658726
4835,3.5870016290573403e-06,0.00011154999992868397
4836,7.093998647178523e-06,0.00011381500007701106
4837,3.5260000004200265e-06,0.00011418499889259692
4838,3.4059994504787028e-06,0.00011424500007706229
4839,5.280000550555997e-06,0.0001200460010295501
4840,3.7070003600092605e-06,0.00014170699978421908
4841,3.6969995562685654e-06,0.00011811299918917939
4842,3.545999788912013e-06,0.00011363400153641123
4843,3.577000825316645e-06,0.00011381500007701106
4844,3.166000169585459e-06,0.00011410499973862898
4845,3.375998858246021e-06,0.0001143850004154956
4846,3.9480000850744545e-06,0.00013043499893683475
4847,3.4869990486185998e-06,0.00011331400128256064
4848,4.829000317840837e-06,0.00012001600043731742
4849,3.5270004445919767e-06,0.00011420600094425026
4850,3.4060012694681063e-06,0.00011414499931561295
4851,6.411999493138865e-06,0.00011433500003477093
4852,4.6290006139315665e-06,0.00011452599937911145
4853,4.949999492964707e-06,0.00011428499965404626
4854,5.791000148747116e-06,0.00011442499999247957
4855,3.936998837161809e-06,0.0001145349997386802
4856,7.845001164241694e-06,0.00011982599971815944
4857,3.5369994293432683e-06,0.00011529699986567721
4858,3.926999852410518e-06,0.00011430499944253825
4859,4.78899892186746e-06,0.00011445499876572285
4860,3.868000931106508e-06,0.00011427500066929497
4861,7.775000995025039e-06,0.00011432499923103023
4862,3.465998815954663e-06,0.00011495699982333463
4863,5.249999958323315e-06,0.00011472600090201013
4864,8.466000508633442e-06,0.00011493599959067069
4865,3.4570002753753215e-06,0.00012318199878791347
4866,3.5470002330839634e-06,0.00011488599920994602
4867,3.7869995139772072e-06,0.000114065000161645
4868,3.6969995562685654e-06,0.00011419499969633762
4869,5.490999683388509e-06,0.00011487600022519473
4870,6.141999620012939e-06,0.00011483599882922135
4871,3.6170004023006186e-06,0.00011453600018285215
4872,3.646999175543897e-06,0.00011490600081742741
4873,5.559999408433214e-06,0.00012004699965473264
4874,7.574000846943818e-06,0.00011508599891385529
4875,5.2699997468153015e-06,0.00011454599916760344
4876,3.656999979284592e-06,0.00011426499986555427
4877,3.817000106209889e-06,0.00011341299978084862
4878,1.2463000530260615e-05,0.00011522699969646055
4879,4.357998477644287e-06,0.00011538700164237525
4880,7.693999577895738e-06,0.00011575800090213306
4881,5.179001163924113e-06,0.00011531800009834114
4882,5.310001142788678e-06,0.00012133800009905826
4883,3.938001100323163e-06,0.00013356199997360818
4884,3.667000783025287e-06,0.00011579799866012763
4885,9.919000149238855e-06,0.0001159390012617223
4886,3.746999936993234e-06,0.00011561799874471035
4887,6.763000783394091e-06,0.00011583900050027296
4888,5.600000804406591e-06,0.00011559700033103582
4889,5.490001058205962e-06,0.00013266000132716727
4890,5.72280005144421e-05,0.00012169000001449604
4891,4.187999365967698e-06,0.0001162389999080915
4892,3.7869995139772072e-06,0.00011546799942152575
4893,3.646999175543897e-06,0.00014575400018657092
4894,4.899000487057492e-06,0.00011575900134630501
4895,3.887000275426544e-06,0.00011582800107134972
4896,3.897001079167239e-06,0.00011619900033110753
4897,5.920999683439732e-06,0.000115857999844593
4898,3.966999429394491e-06,0.00012078799954906572
4899,8.365999747184105e-06,0.00012301199967623688
4900,4.978999641025439e-06,0.00012973400043847505
4901,3.977000233135186e-06,0.00011513700155774131
4902,7.685001037316397e-06,0.0001154569999926025
4903,5.17999978910666e-06,0.00011527700007718522
4904,5.831001544720493e-06,0.0001154670007963432
4905,3.6470009945333004e-06,0.00011558700134628452
4906,5.5300006351899356e-06,0.00011506699956953526
4907,3.926999852410518e-06,0.00012649900054384489
4908,3.847000698442571e-06,0.00011453600018285215
4909,6.492000466096215e-06,0.00011471600009826943
4910,4.0380000427830964e-06,0.00011540700143086724
4911,5.40000110049732e-06,0.00011491600162116811
4912,3.858000127365813e-06,0.00011520699990796857
4913,3.697001375257969e-06,0.00011531800009834114
4914,3.987999662058428e-06,0.00011485599861771334
4915,5.29999852005858e-06,0.00012132799929531757
4916,7.714999810559675e-06,0.00013759900139120873
4917,9.557999874232337e-06,0.00011541700041561853
4918,6.972999472054653e-06,0.00011565800014068373
4919,4.969999281456694e-06,0.0001152379991253838
4920,4.21799995820038e-06,0.00011381399963283911
4921,1.4317000022856519e-05,0.0001160079991677776
4922,3.826999090961181e-06,0.00014698700033477508
4923,3.2659991120453924e-06,0.00013511399993149098
4924,8.296001396956854e-06,0.00012195999988762196
4925,5.1890001486754045e-06,0.00011542700121935923
4926,3.5869998100679368e-06,0.00011590800022531766
4927,3.6769997677765787e-06,0.00011523700050020125
4928,7.042999641271308e-06,0.00011562799954845104
4929,3.5470002330839634e-06,0.00011539700062712654
4930,3.496999852359295e-06,0.0001425989994459087
4931,3.3870001061586663e-06,0.00013811999997415114
4932,5.360001523513347e-06,0.00015757700020913035
4933,5.389998477767222e-06,0.00012854200031142682
4934,3.477000063867308e-06,0.00011528699906193651
4935,3.606000973377377e-06,0.00011533699944266118
4936,5.410000085248612e-06,0.00012818200048059225
4937,4.108000211999752e-06,0.00011386400001356378
4938,3.7680001696571708e-06,0.00012538599912659265
4939,3.7669997254852206e-06,0.00012728900037473068
4940,3.918001311831176e-06,0.00012958399929630104
4941,3.5159991966793314e-06,0.00011490699944260996
