i,bplus_s,brute_s
1617,2.9450002330122516e-06,3.3463000363553874e-05
1618,3.836999894701876e-06,3.365300108271185e-05
1619,3.6769997677765787e-06,3.3803000405896455e-05
1620,3.6159999581286684e-06,3.371399907337036e-05
1621,1.619099930394441e-05,3.3732998417690396e-05
1622,3.2160005503101274e-06,3.3753000025171787e-05
1623,2.8659997042268515e-06,4.542599890555721e-05
1624,5.750998752773739e-06,3.801200000452809e-05
1625,3.1460003810934722e-06,3.475599987723399e-05
1626,3.6069995985599235e-06,3.409400051168632e-05
1627,3.2759999157860875e-06,3.413499871385284e-05
1628,3.62699938705191e-06,3.402400034246966e-05
1629,3.5260000004200265e-06,3.375400046934374e-05
1630,4.207999154459685e-06,3.382399881957099e-05
1631,3.50700065609999e-06,3.4194001273135655e-05
1632,6.120999387349002e-06,3.3804000850068405e-05
1633,3.1859999580774456e-06,3.387300057511311e-05
1634,4.457999239093624e-06,3.376399945409503e-05
1635,7.563998224213719e-06,3.2931999157881364e-05
1636,4.498000635067001e-06,3.395400017325301e-05
1637,3.05499997921288e-06,3.439499960222747e-05
1638,6.95300150255207e-06,3.409400051168632e-05
1639,3.0949995561968535e-06,3.4314000004087575e-05
1640,6.943000698811375e-06,3.414399907342158e-05
1641,4.527999408310279e-06,3.41949998983182e-05
1642,4.09800122724846e-06,3.4154998502344824e-05
1643,3.3460000850027427e-06,3.423400085011963e-05
1644,3.1560011848341674e-06,3.4655000490602106e-05
1645,3.0460014386335388e-06,5.107600009068847e-05
1646,2.815999323502183e-06,3.501599894661922e-05
1647,3.4460008464520797e-06,3.447500057518482e-05
1648,3.256000127294101e-06,3.487600042717531e-05
1649,5.029000021750107e-06,3.43449992215028e-05
1650,3.0649989639641717e-06,3.495599958114326e-05
1651,3.1260005926014856e-06,5.2037999921594746e-05
1652,2.8250015020603314e-06,3.699999979289714e-05
1653,4.80900052934885e-06,3.5396999010117725e-05
1654,3.4469994716346264e-06,3.4885999411926605e-05
1655,3.106000804109499e-06,3.5076000131084584e-05
1656,5.020001481170766e-06,3.456499871390406e-05
1657,3.0459996196441352e-06,3.481600106169935e-05
1658,3.597000613808632e-06,3.4855000194511376e-05
1659,4.196999725536443e-06,3.475599987723399e-05
1660,2.9550010367529467e-06,3.498600017337594e-05
1661,4.708999767899513e-06,3.4735001463559456e-05
1662,3.3760006772354245e-06,3.480499981378671e-05
1663,5.080000846646726e-06,3.4826000046450645e-05
1664,3.6870005715172738e-06,3.50560003425926e-05
1665,8.596000043326057e-06,3.497599936963525e-05
1666,1.3546001355280168e-05,3.376399945409503e-05
1667,3.1360013963421807e-06,3.551700137904845e-05
1668,3.477000063867308e-06,3.4905000575236045e-05
1669,4.387999069876969e-06,3.5167000532965176e-05
1670,3.4060012694681063e-06,3.5447001209831797e-05
1671,6.573000064236112e-06,3.506699977151584e-05
1672,4.21799995820038e-06,3.534600000421051e-05
1673,3.417000698391348e-06,3.5195998862036504e-05
1674,3.3060005080187693e-06,3.5246001061750576e-05
1675,3.315999492770061e-06,3.534700044838246e-05
1676,2.97599945042748e-06,3.52059996657772e-05
1677,3.416000254219398e-06,3.4945998777402565e-05
1678,3.236000338802114e-06,5.120599962538108e-05
1679,2.704999133129604e-06,3.874300091410987e-05
1680,4.698998964158818e-06,3.6408000596566126e-05
1681,4.559000444714911e-06,3.5697001294465736e-05
1682,3.295999704278074e-06,3.5646999094751664e-05
1683,3.155999365844764e-06,3.576700146368239e-05
1684,9.949000741471536e-06,3.5416000173427165e-05
1685,2.9450002330122516e-06,3.563700011000037e-05
1686,3.1960007618181407e-06,3.603799996199086e-05
1687,3.978000677307136e-06,3.583699981390964e-05
1688,3.396000465727411e-06,3.5847999242832884e-05
1689,4.419000106281601e-06,3.5727000067709014e-05
1690,4.679000994656235e-06,3.603799996199086e-05
1691,7.815000572009012e-06,3.5817000025417656e-05
1692,2.984999809996225e-06,3.602800097723957e-05
1693,2.6950001483783126e-06,3.562700112524908e-05
1694,4.6889999794075266e-06,3.603799996199086e-05
1695,2.845001290552318e-06,3.552699854481034e-05
1696,3.1059989851200953e-06,3.557699892553501e-05
1697,4.589001036947593e-06,3.583800025808159e-05
1698,2.986000254168175e-06,3.5928000215790235e-05
1699,4.1380008042324334e-06,3.588699837564491e-05
1700,3.0450009944615886e-06,3.621799987740815e-05
1701,4.167999577475712e-06,3.579800068109762e-05
1702,3.246999767725356e-06,3.6107998312218115e-05
1703,6.411999493138865e-06,3.635800021584146e-05
1704,2.9559996619354934e-06,4.588699994201306e-05
1705,8.335000529768877e-06,4.1908999264705926e-05
1706,3.4960012271767482e-06,3.7460999010363594e-05
1707,4.579000233206898e-06,3.6778999856323935e-05
1708,5.670000973623246e-06,3.656899934867397e-05
1709,3.445999027462676e-06,3.640899922174867e-05
1710,5.0889993872260675e-06,3.644900061772205e-05
1711,3.5169996408512816e-06,5.222899926593527e-05
1712,3.9480000850744545e-06,3.664900032163132e-05
1713,9.176999810733832e-06,3.637899862951599e-05
1714,2.804999894578941e-06,3.665899930638261e-05
1715,4.759000148624182e-06,3.6669000110123307e-05
1716,5.349998900783248e-06,3.678900066006463e-05
1717,3.225999535061419e-06,3.647899939096533e-05
1718,5.048999810242094e-06,3.668899989861529e-05
1719,3.3670003176666796e-06,3.647900120995473e-05
1720,5.1890001486754045e-06,3.675000152725261e-05
1721,7.083001037244685e-06,3.731099968717899e-05
1722,2.91600008495152e-06,3.765099972952157e-05
1723,7.824999556760304e-06,7.497200022044126e-05
1724,7.634000212419778e-06,3.826200008916203e-05
1725,4.638999598682858e-06,3.737099905265495e-05
1726,4.818999514100142e-06,3.59880014002556e-05
1727,8.085000445134938e-06,3.6859000829281285e-05
1728,4.317998900660314e-06,3.6859000829281285e-05
1729,5.030000465922058e-06,5.0224000005982816e-05
1730,8.065000656642951e-06,5.042499833507463e-05
1731,3.256000127294101e-06,3.749999996216502e-05
1732,3.867999112117104e-06,3.701000059663784e-05
1733,2.745000529102981e-06,3.696899875649251e-05
1734,4.086999979335815e-06,3.6920000638929196e-05
1735,3.3060005080187693e-06,3.5727000067709014e-05
1736,2.884999048546888e-06,3.73799994122237e-05
1737,3.1050003599375486e-06,3.7240999517962337e-05
1738,4.639001417672262e-06,5.012499968870543e-05
1739,3.1260005926014856e-06,3.747000118892174e-05
1740,1.058000088960398e-05,3.74510000256123e-05
1741,3.134999133180827e-06,3.759100036404561e-05
1742,2.93500124826096e-06,3.749999996216502e-05
1743,3.016000846400857e-06,3.61380007234402e-05
1744,2.9359998734435067e-06,3.7290999898687005e-05
1745,2.804999894578941e-06,3.731099968717899e-05
1746,4.257999535184354e-06,3.7170000723563135e-05
1747,3.2260013540508226e-06,3.7481000617844984e-05
1748,2.7650003175949678e-06,3.73799994122237e-05
1749,2.8650010790443048e-06,3.749000097741373e-05
1750,2.9460006771842018e-06,3.755100078706164e-05
1751,2.7460009732749313e-06,3.771099909499753e-05
1752,3.565999577404e-06,3.784100044867955e-05
1753,3.4460008464520797e-06,3.751999975065701e-05
1754,3.3059986890293658e-06,4.984400038665626e-05
1755,5.029000021750107e-06,4.768000144395046e-05
1756,4.978999641025439e-06,3.8422000216087326e-05
1757,5.590000000665896e-06,3.791200106206816e-05
1758,3.5470002330839634e-06,3.772099989873823e-05
1759,4.929999704472721e-06,3.820200072368607e-05
1760,1.0139001460629515e-05,3.795200063905213e-05
1761,3.206001565558836e-06,3.785199987760279e-05
1762,4.518000423558988e-06,3.761999869311694e-05
1763,4.6889999794075266e-06,3.804200059676077e-05
1764,3.3270007406827062e-06,3.7941999835311435e-05
1765,5.641000825562514e-06,3.7881000025663525e-05
1766,5.118999979458749e-06,3.803099934884813e-05
1767,3.236000338802114e-06,3.8140999095048755e-05
1768,5.029000021750107e-06,3.797099998337217e-05
1769,3.7370009522419423e-06,3.830300011031795e-05
1770,5.009000233258121e-06,3.841199941234663e-05
1771,3.256000127294101e-06,3.85429993912112e-05
1772,9.588000466465019e-06,3.838199882011395e-05
1773,1.2033000530209392e-05,3.8391999623854645e-05
1774,5.5300006351899356e-06,3.8842999856569804e-05
1775,3.3160013117594644e-06,3.880400072375778e-05
1776,3.0650007829535753e-06,3.8592999771935865e-05
1777,3.135999577352777e-06,3.844300044875126e-05
1778,4.438999894773588e-06,3.8531999962287955e-05
1779,3.5369994293432683e-06,5.015399983676616e-05
1780,4.6290006139315665e-06,4.6768000174779445e-05
1781,3.1460003810934722e-06,3.934400047000963e-05
1782,2.885999492718838e-06,3.8502999814227223e-05
1783,5.89099909120705e-06,3.730000025825575e-05
1784,3.3060005080187693e-06,4.2018999010906555e-05
1785,3.606000973377377e-06,4.524500036495738e-05
1786,5.089001206215471e-06,3.914400076610036e-05
1787,7.003000064287335e-06,3.8813001083326526e-05
1788,3.236000338802114e-06,3.8903999666217715e-05
1789,3.225999535061419e-06,4.1137000152957626e-05
1790,3.0460014386335388e-06,4.004599941254128e-05
1791,4.477999027585611e-06,3.947400000470225e-05
1792,7.083999662427232e-06,3.8733000110369176e-05
1793,3.4570002753753215e-06,3.7600999348796904e-05
1794,3.1960007618181407e-06,3.89239994547097e-05
1795,2.9459988581947982e-06,3.901399941241834e-05
1796,5.070000042906031e-06,3.9213999116327614e-05
1797,4.840001565753482e-06,7.01020017004339e-05
1798,3.295999704278074e-06,3.936400025850162e-05
1799,4.478999471757561e-06,3.911400017386768e-05
1800,4.01800025429111e-06,3.951500002585817e-05
1801,5.612600034510251e-05,3.796099917963147e-05
1802,8.867000360623933e-06,4.4283999159233645e-05
1803,3.5559987736633047e-06,4.634700053429697e-05
1804,7.593998816446401e-06,4.0034999983618036e-05
1805,3.516001015668735e-06,3.934400047000963e-05
1806,3.727000148501247e-06,3.920399831258692e-05
1807,4.567998985294253e-06,3.93839982280042e-05
1808,3.475999619695358e-06,3.945500066038221e-05
1809,5.160000000614673e-06,3.891300002578646e-05
1810,3.817000106209889e-06,3.812199975072872e-05
1811,5.030000465922058e-06,3.834200106211938e-05
1812,5.570000212173909e-06,3.954500061809085e-05
1813,3.716999344760552e-06,3.959400055464357e-05
1814,5.370999133447185e-06,3.9745000322000124e-05
1815,5.1489987527020276e-06,3.999500040663406e-05
1816,4.6889999794075266e-06,3.966499934904277e-05
1817,3.597000613808632e-06,3.965399992011953e-05
1818,4.92899926030077e-06,3.956500040658284e-05
1819,3.4169988794019446e-06,5.178799983696081e-05
1820,3.526998625602573e-06,3.840200042759534e-05
1821,3.746999936993234e-06,3.9464001019950956e-05
1822,7.56499866838567e-06,4.0005999835557304e-05
1823,3.225999535061419e-06,5.139700078871101e-05
1824,3.475999619695358e-06,3.9945000025909394e-05
1825,3.1960007618181407e-06,3.971499972976744e-05
1826,3.1249983294401318e-06,6.022399975336157e-05
1827,3.3060005080187693e-06,4.601700129569508e-05
1828,4.07799961976707e-06,4.051600080856588e-05
1829,4.919000275549479e-06,3.9835000279708765e-05
1830,4.538000212050974e-06,3.981500049121678e-05
1831,3.0360006348928437e-06,4.018599975097459e-05
1832,3.135999577352777e-06,3.95440001739189e-05
1833,3.347000529174693e-06,3.9775000914232805e-05
1834,6.571999620064162e-06,3.9814998672227375e-05
1835,3.356000888743438e-06,5.093599975225516e-05
1836,3.2459993235534057e-06,4.013599937024992e-05
1837,7.344000550801866e-06,3.9965001633390784e-05
1838,3.0560004233848304e-06,3.984499926446006e-05
1839,2.9750008252449334e-06,3.987499985669274e-05
1840,2.9049988370388746e-06,4.8541998694418e-05
1841,3.938001100323163e-06,4.035600068164058e-05
1842,5.8010009524878114e-06,4.03260000894079e-05
1843,3.135999577352777e-06,4.00950011680834e-05
1844,3.1859999580774456e-06,3.8733000110369176e-05
1845,4.287998308427632e-06,3.9694999941275455e-05
1846,3.1059989851200953e-06,3.880400072375778e-05
1847,3.0360006348928437e-06,3.875299989886116e-05
1848,3.4959994081873447e-06,3.867299892590381e-05
1849,3.4559998312033713e-06,4.3993000872433186e-05
1850,8.265000360552222e-06,4.7700001232442446e-05
1851,3.326000296510756e-06,3.962400114687625e-05
1852,4.21799995820038e-06,3.94649996451335e-05
1853,1.049999991664663e-05,4.980400080967229e-05
1854,3.1360013963421807e-06,4.0176000766223297e-05
1855,2.815999323502183e-06,3.997499879915267e-05
1856,3.5169996408512816e-06,3.9814998672227375e-05
1857,3.496999852359295e-06,3.990500044892542e-05
1858,4.358000296633691e-06,3.98560005123727e-05
1859,4.719000571640208e-06,4.007499956060201e-05
1860,3.896999260177836e-06,4.046700087201316e-05
1861,3.4269996831426397e-06,4.017599894723389e-05
1862,3.05499997921288e-06,4.0687000364414416e-05
1863,6.993001079536043e-06,4.0205999539466575e-05
1864,3.03599881590344e-06,4.0567001633462496e-05
1865,4.257999535184354e-06,4.049599920108449e-05
1866,9.487001079833135e-06,4.007499956060201e-05
1867,3.206001565558836e-06,4.064700078743044e-05
1868,6.011001460137777e-06,4.0716999137657695e-05
1869,3.0350001907208934e-06,4.07170009566471e-05
1870,3.3559990697540343e-06,4.077700032212306e-05
1871,4.397999873617664e-06,4.0547000025981106e-05
1872,4.809999154531397e-06,4.0486000216333196e-05
1873,3.0859991966281086e-06,6.034400030330289e-05
1874,4.858999091084115e-06,4.378199992061127e-05
1875,2.7850001060869545e-06,4.118799915886484e-05
1876,3.4059994504787028e-06,3.93939990317449e-05
1877,4.178000381216407e-06,4.077700032212306e-05
1878,4.419000106281601e-06,4.052700023748912e-05
1879,3.236000338802114e-06,4.045600144308992e-05
1880,6.4420000853715464e-06,4.084700049133971e-05
1881,4.036999598611146e-06,4.078699930687435e-05
1882,1.135099955718033e-05,4.07070001529064e-05
1883,3.0949995561968535e-06,4.104699837625958e-05
1884,2.9060011002002284e-06,4.103799983568024e-05
1885,2.824999683070928e-06,4.0627000998938456e-05
1886,2.894999852287583e-06,4.1027000406757e-05
1887,3.0560004233848304e-06,4.1138000597129576e-05
1888,5.960999260423705e-06,4.0906999856815673e-05
1889,4.509000063990243e-06,4.081699989910703e-05
1890,4.739000360132195e-06,4.1057999624172226e-05
1891,5.049998435424641e-06,4.115699994144961e-05
1892,5.750998752773739e-06,4.077700032212306e-05
1893,3.5369994293432683e-06,4.076699951838236e-05
1894,3.6769997677765787e-06,4.131800051254686e-05
1895,4.908999471808784e-06,4.1818999306997284e-05
1896,3.6969995562685654e-06,4.694800009019673e-05
1897,5.700001565855928e-06,5.2548999519785866e-05
1898,5.661000614054501e-06,4.154799898969941e-05
1899,3.7879999581491575e-06,4.0906999856815673e-05
1900,3.7770005292259157e-06,4.1457999031990767e-05
1901,3.3659998734947294e-06,4.1367999074282125e-05
1902,3.1960007618181407e-06,4.135800008953083e-05
1903,3.6069995985599235e-06,4.146799983573146e-05
1904,3.074999767704867e-06,4.123799953958951e-05
1905,6.571999620064162e-06,4.117800017411355e-05
1906,7.0829992182552814e-06,4.206899939163122e-05
1907,7.804999768268317e-06,4.148799962422345e-05
1908,7.012999049038626e-06,4.115799856663216e-05
1909,3.716999344760552e-06,4.0996999814524315e-05
1910,4.568000804283656e-06,4.1588000385672785e-05
1911,1.0519999705138616e-05,4.1498000427964143e-05
1912,6.2609997257823125e-06,4.170800093561411e-05
1913,9.67800042417366e-06,4.1388000681763515e-05
1914,3.006000042660162e-06,4.284100032236893e-05
1915,3.1969993870006874e-06,4.167800034338143e-05
1916,3.076000211876817e-06,4.163899939158e-05
1917,4.288000127417035e-06,4.1818999306997284e-05
1918,4.86899989482481e-06,4.1307999708806165e-05
1919,6.913000106578693e-06,5.32810008735396e-05
1920,3.295999704278074e-06,5.03249993926147e-05
1921,3.3659998734947294e-06,4.264000017428771e-05
1922,4.66900019091554e-06,4.208999962429516e-05
1923,5.010000677430071e-06,4.17990013374947e-05
1924,3.5369994293432683e-06,4.165799873590004e-05
1925,6.902999302837998e-06,4.170800093561411e-05
1926,4.178000381216407e-06,4.172899934928864e-05
1927,4.548999640974216e-06,4.203899879939854e-05
1928,3.0360006348928437e-06,4.200900002615526e-05
1929,4.808998710359447e-06,4.17990013374947e-05
1930,3.295999704278074e-06,4.1788000089582056e-05
1931,5.008998414268717e-06,4.082700070284773e-05
1932,3.2459993235534057e-06,4.2098999983863905e-05
1933,3.3060005080187693e-06,4.231000093568582e-05
1934,3.2070001907413825e-06,4.218899994157255e-05
1935,2.905999281210825e-06,4.197899943392258e-05
1936,2.7749993023462594e-06,4.224999975122046e-05
1937,3.1749987101648003e-06,4.2218998714815825e-05
1938,9.387000318383798e-06,4.208000063954387e-05
1939,7.675000233575702e-06,4.2208999730064534e-05
1940,3.176000973326154e-06,4.1908999264705926e-05
1941,3.7479985621757805e-06,4.234999869368039e-05
1942,4.7290013753809035e-06,4.797099973075092e-05
1943,3.4570002753753215e-06,5.026500002713874e-05
1944,3.3760006772354245e-06,4.242000068188645e-05
1945,3.475999619695358e-06,4.239999907440506e-05
1946,5.620999218081124e-06,4.2669998947530985e-05
1947,1.1552001524250954e-05,4.234999869368039e-05
1948,3.6769997677765787e-06,4.257000000507105e-05
1949,5.501000487129204e-06,4.2239000322297215e-05
1950,3.667000783025287e-06,4.240000089339446e-05
1951,3.4660006349440664e-06,4.271999932825565e-05
1952,5.209998562349938e-06,4.277099833416287e-05
1953,6.472000677604228e-06,4.300099863030482e-05
1954,1.096099913411308e-05,4.298100066080224e-05
1955,4.207999154459685e-06,4.279099994164426e-05
1956,8.396000339416787e-06,4.276099934941158e-05
1957,3.1759991543367505e-06,4.2951000068569556e-05
1958,4.798999725608155e-06,4.2920999476336874e-05
1959,4.8700003389967605e-06,4.251999962434638e-05
1960,3.616998583311215e-06,4.2891000703093596e-05
1961,3.466999260126613e-06,4.284100032236893e-05
1962,4.969000656274147e-06,4.277100015315227e-05
1963,3.5360008041607216e-06,4.2780999137903564e-05
1964,4.558000000542961e-06,4.945299951941706e-05
1965,7.553999239462428e-06,5.2007999329362065e-05
1966,3.2460011425428092e-06,4.40419989899965e-05
1967,2.8850008675362915e-06,4.340199848229531e-05
1968,2.8850008675362915e-06,4.302100023778621e-05
1969,3.005001417477615e-06,5.8439998610992916e-05
1970,4.548999640974216e-06,5.535499985853676e-05
1971,3.477000063867308e-06,4.350200106273405e-05
1972,2.734999725362286e-06,5.842000064149033e-05
1973,5.0199996621813625e-06,5.532500108529348e-05
1974,3.155999365844764e-06,4.3772999561042525e-05
1975,3.326000296510756e-06,4.237999928591307e-05
1976,3.014998583239503e-06,4.3452000682009384e-05
1977,3.1159997888607904e-06,5.839000004925765e-05
1978,2.8850008675362915e-06,4.34320008935174e-05
1979,4.7789999371161684e-06,4.224900112603791e-05
1980,5.150001015863381e-06,4.3370999264880084e-05
1981,3.065999408136122e-06,4.349200025899336e-05
1982,3.0360006348928437e-06,4.3452000682009384e-05
1983,7.844000720069744e-06,4.37319995398866e-05
1984,3.316999936942011e-06,4.348199945525266e-05
1985,8.054999852902256e-06,5.012499968870543e-05
1986,3.135999577352777e-06,5.063599928689655e-05
1987,4.358000296633691e-06,4.4232998334337026e-05
1988,3.6069995985599235e-06,4.404299943416845e-05
1989,3.56700002157595e-06,4.3832998926518485e-05
1990,5.571000656345859e-06,4.374299896880984e-05
1991,9.236999176209792e-06,4.97840010211803e-05
1992,3.285998900537379e-06,4.816000000573695e-05
1993,3.475999619695358e-06,4.38129991380265e-05
1994,3.295999704278074e-06,4.718899981526192e-05
1995,3.6769997677765787e-06,5.839999903400894e-05
1996,3.597000613808632e-06,4.465500023798086e-05
1997,5.5995000366237946e-05,4.471399915928487e-05
1998,4.929001079290174e-06,4.45139994553756e-05
1999,3.667000783025287e-06,4.47450001956895e-05
2000,3.616998583311215e-06,4.463400000531692e-05
2001,3.1859999580774456e-06,4.443400030140765e-05
2002,3.716999344760552e-06,4.4614000216824934e-05
2003,1.7292000848101452e-05,4.463400000531692e-05
2004,3.3060005080187693e-06,4.460399941308424e-05
2005,7.213999197119847e-06,4.415300099935848e-05
2006,3.215998731320724e-06,5.183799839869607e-05
2007,3.3659998734947294e-06,4.6007000491954386e-05
2008,3.025001205969602e-06,4.503499985730741e-05
2009,7.874999937484972e-06,4.4784001147490926e-05
2010,3.1560011848341674e-06,4.479400013224222e-05
2011,3.1759991543367505e-06,4.46640005975496e-05
2012,3.2260013540508226e-06,4.4644000809057616e-05
2013,4.297999112168327e-06,4.451299901120365e-05
2014,7.454000297002494e-06,4.468400038604159e-05
2015,4.2479987314436585e-06,4.458399962459225e-05
2016,2.986000254168175e-06,4.472500040719751e-05
2017,7.874999937484972e-06,4.4252999941818416e-05
2018,3.295999704278074e-06,4.7098001232370734e-05
2019,5.710000550607219e-06,4.57459991594078e-05
2020,4.237999746692367e-06,4.499500028032344e-05
2021,7.934000677778386e-06,4.514499960350804e-05
2022,3.356000888743438e-06,4.503499985730741e-05
2023,3.5660013963934034e-06,4.497500049183145e-05
2024,4.618001185008325e-06,4.3832998926518485e-05
2025,3.4159984352299944e-06,4.424299913807772e-05
2026,3.3860014809761196e-06,4.576600076688919e-05
2027,8.425000487477519e-06,5.009500091546215e-05
2028,4.178000381216407e-06,5.3501000365940854e-05
2029,3.1759991543367505e-06,4.583600093610585e-05
2030,3.2059997465694323e-06,4.530499973043334e-05
2031,3.1859999580774456e-06,4.5777000195812434e-05
2032,3.3870001061586663e-06,4.558600085147191e-05
2033,4.428000465850346e-06,4.5775999751640484e-05
2034,3.5159991966793314e-06,4.5725999370915815e-05
2035,5.010000677430071e-06,4.55959998362232e-05
2036,3.326000296510756e-06,4.446399907465093e-05
2037,3.2459993235534057e-06,4.587600051308982e-05
2038,4.608999006450176e-06,4.563599941320717e-05
2039,1.0830999599420466e-05,4.595700011122972e-05
2040,4.5289998524822295e-06,4.57559999631485e-05
2041,5.720999979530461e-06,4.565599920169916e-05
2042,6.411999493138865e-06,4.5725999370915815e-05
2043,3.135999577352777e-06,4.561599962471519e-05
2044,6.291000318014994e-06,4.581700159178581e-05
2045,3.155999365844764e-06,4.54359997092979e-05
2046,4.449000698514283e-06,4.573600017465651e-05
2047,4.86899989482481e-06,4.5806000343873166e-05
2048,3.216999175492674e-06,5.038499875809066e-05
2049,4.768999133375473e-06,5.3361000027507544e-05
2050,6.5019994508475065e-06,4.664799962483812e-05
2051,3.2459993235534057e-06,4.6186998588382266e-05
2052,3.486000423436053e-06,4.6007000491954386e-05
2053,3.1859999580774456e-06,4.578600055538118e-05
2054,4.417999662109651e-06,4.58270005765371e-05
2055,6.0919992392882705e-06,4.585599890560843e-05
2056,4.458999683265574e-06,4.580699896905571e-05
2057,7.97500069893431e-06,4.620700019586366e-05
2058,3.56700002157595e-06,4.6126999222906306e-05
2059,3.0259998311521485e-06,4.569600059767254e-05
2060,4.408000677358359e-06,4.609700044966303e-05
2061,3.2059997465694323e-06,4.624699977284763e-05
2062,6.2110011640470475e-06,4.604700006893836e-05
2063,3.055998604395427e-06,4.604700006893836e-05
2064,5.740999768022448e-06,4.674800038628746e-05
2065,3.1159997888607904e-06,4.638799873646349e-05
2066,2.8959984774701297e-06,4.553600047074724e-05
2067,3.0650007829535753e-06,4.5936001697555184e-05
2068,4.177998562227003e-06,4.589700074575376e-05
2069,4.417999662109651e-06,5.047599915997125e-05
2070,4.338000508141704e-06,5.237799996393733e-05
2071,6.693000614177436e-06,4.656799865188077e-05
2072,2.9959992389194667e-06,4.599699968821369e-05
2073,3.477000063867308e-06,4.6176999603630975e-05
2074,3.4559998312033713e-06,4.594599886331707e-05
2075,3.295999704278074e-06,4.5986998884472996e-05
2076,3.477000063867308e-06,4.6316999942064285e-05
2077,3.2659991120453924e-06,4.61470008303877e-05
2078,4.288000127417035e-06,4.627700036508031e-05
2079,4.929999704472721e-06,4.638700011128094e-05
2080,4.567998985294253e-06,4.608699964592233e-05
2081,3.5260000004200265e-06,4.6237999413278885e-05
2082,1.041999894368928e-05,4.6126999222906306e-05
2083,2.9460006771842018e-06,4.6176999603630975e-05
2084,4.54900145996362e-06,4.627699854609091e-05
2085,4.268000338925049e-06,4.627700036508031e-05
2086,3.2860007195267826e-06,4.6777999159530737e-05
2087,4.367999281384982e-06,4.6568000470870174e-05
2088,4.3479994928929955e-06,5.7978999393526465e-05
2089,3.356000888743438e-06,6.037400089553557e-05
2090,8.596000043326057e-06,5.2479001169558614e-05
2091,3.116001607850194e-06,4.8181000238400884e-05
2092,3.5769990063272417e-06,4.593599987856578e-05
2093,3.1659983505960554e-06,4.674800038628746e-05
2094,1.2202999641885981e-05,4.700899989984464e-05
2095,4.397999873617664e-06,4.706800064013805e-05
2096,3.1159997888607904e-06,4.710899884230457e-05
2097,4.167000952293165e-06,4.7028999688336626e-05
2098,3.0049995984882116e-06,4.701899888459593e-05
2099,3.256000127294101e-06,4.710899884230457e-05
2100,3.0159990274114534e-06,4.7077999624889344e-05
2101,4.21799995820038e-06,4.714900023827795e-05
2102,3.4059994504787028e-06,4.7138999434537254e-05
2103,3.2659991120453924e-06,4.6398001359193586e-05
2104,4.579000233206898e-06,4.744899888464715e-05
2105,4.7789999371161684e-06,4.748900028062053e-05
2106,3.176000973326154e-06,4.7479999921051785e-05
2107,4.649000402423553e-06,4.751899905386381e-05
2108,3.065999408136122e-06,4.745000114780851e-05
2109,3.116001607850194e-06,4.72290012112353e-05
2110,2.9159982659621164e-06,5.3450999985216185e-05
2111,2.9660004656761885e-06,4.9794000005931593e-05
2112,3.0159990274114534e-06,6.0843998653581366e-05
2113,3.176000973326154e-06,4.627700036508031e-05
2114,3.085000571445562e-06,6.394999945769086e-05
2115,3.0350001907208934e-06,4.7649999032728374e-05
2116,3.0560004233848304e-06,4.801099930773489e-05
2117,2.9859984351787716e-06,4.7539999286527745e-05
2118,3.1159997888607904e-06,4.7929999709594995e-05
2119,3.347000529174693e-06,4.782999894814566e-05
2120,3.437000486883335e-06,4.811100006918423e-05
2121,3.357001332915388e-06,4.814100066141691e-05
2122,3.376999302417971e-06,4.7989999075070955e-05
2123,3.876999471685849e-06,4.66880010208115e-05
2124,3.4559998312033713e-06,4.8440999307786115e-05
2125,3.055998604395427e-06,4.7760000597918406e-05
2126,3.3469987101852894e-06,4.81509996461682e-05
2127,3.1960007618181407e-06,4.802100011147559e-05
2128,8.847000572131947e-06,4.7950001317076385e-05
2129,3.486000423436053e-06,4.8070000048028305e-05
2130,4.990000888938084e-06,5.635599882225506e-05
2131,3.376999302417971e-06,5.007499930798076e-05
2132,3.256000127294101e-06,4.844200157094747e-05
2133,9.337998562841676e-06,4.8541998694418e-05
2134,3.2860007195267826e-06,4.84609990962781e-05
2135,3.2659991120453924e-06,4.843099850404542e-05
2136,6.222000592970289e-06,4.794999949808698e-05
2137,8.065000656642951e-06,4.8240999603876844e-05
2138,3.1759991543367505e-06,4.830100078834221e-05
2139,4.468000042834319e-06,4.834200080949813e-05
2140,3.176000973326154e-06,4.7499001084361225e-05
2141,3.236000338802114e-06,4.691799949796405e-05
2142,4.5289998524822295e-06,4.830100078834221e-05
2143,3.5769990063272417e-06,4.822099981538486e-05
2144,3.1059989851200953e-06,4.740899930766318e-05
2145,3.4870008676080033e-06,4.8501999117434025e-05
2146,3.326000296510756e-06,4.90019992867019e-05
2147,6.0919992392882705e-06,4.843099850404542e-05
2148,7.203998393379152e-06,4.867200004810002e-05
2149,3.0459996196441352e-06,4.859100044996012e-05
2150,4.468000042834319e-06,5.6868000683607534e-05
2151,4.699000783148222e-06,5.0504999308031984e-05
2152,4.6789991756668314e-06,4.7929999709594995e-05
2153,3.0960000003688037e-06,4.875100057688542e-05
2154,4.66900019091554e-06,4.913299926556647e-05
2155,5.730998964281753e-06,4.8951998905977234e-05
2156,4.0169998101191595e-06,4.8972000513458624e-05
2157,3.155999365844764e-06,4.880199958279263e-05
2158,3.4060012694681063e-06,4.9031999878934585e-05
2159,3.1260005926014856e-06,6.355000004987232e-05
2160,3.2659991120453924e-06,4.894199992122594e-05
