range_pct,bplus_s,brute_s
0.01,6.859999848529696e-05,0.0009842999861575663
0.02,0.00012360000982880592,0.0007754999969620258
0.05,0.00031289999606087804,0.001083299983292818
0.1,0.0006222000229172409,0.0012466000043787062
0.2,0.0009689999860711396,0.0013882000057492405
0.3,0.0020527000015135854,0.0018088000069838017
0.5,0.0029642000154126436,0.0023339000181294978
